,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
5359,281,470,-46.986605816360445,-55.19164507762517,-53.498313629379965,-51.63229115032435,-58.64575983259834,-55.071332341340586,24.624
5360,332,509,-48.53895065784654,-51.92409515292313,-62.11516396577416,-49.46707569992233,-62.75945287257498,-56.716497512974414,26.778
5361,389,539,-50.513771184927165,-49.26361969631955,-51.03854925805378,-49.2431960281099,-53.01888583561441,-53.73354569918399,28.506
5364,558,631,-51.45939987573398,-54.14801887210046,-55.88984551184802,-53.23583598550943,-55.09151646921353,-59.44335417083106,33.782000000000004
5365,620,649,-51.365444078869196,-51.68922669740667,-62.16631207708505,-55.43300165587287,-48.66345257782971,-56.940498155029225,34.93
5367,746,650,-52.10978047750913,-54.80689347181504,-55.24219935982185,-55.69000355220677,-52.53041363989535,-55.83018267140584,35.484
5368,810,655,-57.2602335643962,-48.451323437164184,-55.08997685404854,-60.26218363760884,-49.21880148134952,-52.90280138226545,35.99
5369,874,655,-53.512387734039315,-49.3424083130253,-54.535618792098376,-58.836629476937574,-53.97881392606671,-54.784675945347736,36.246
5374,1169,536,-68.45360658917987,-47.11326892528649,-52.36500600368225,-58.03773296533541,-54.22386764832727,-64.05364893480262,31.476
5376,1276,466,-57.52043236628062,-47.01931836576097,-49.18651318578199,-54.50692598225458,-58.292059301019364,-54.256277799285265,28.404
5381,1506,244,-54.355275714120495,-53.98909166650319,-44.83522390589118,-55.497259970388086,-57.29046034842582,-54.33051395607164,18.224
5383,1574,135,-54.20196216790713,-48.188805686242866,-49.8785726319188,-59.16932025996925,-57.49122005355048,-61.29486557310581,13.046
5384,1636,152,-56.04548504383553,-50.333292835220895,-42.95689207129627,-53.9346787017578,-57.730238909066756,-53.50709425376053,14.143999999999998
5387,1796,252,-53.529133395281534,-54.91623855001214,-38.84343365357001,-55.31423463720664,-56.446545332282305,-58.17899591352414,19.784
5388,1849,288,-58.011321121172244,-63.8581258192105,-38.63220165049705,-64.76399420768593,-62.68189804203534,-59.07552026680686,21.796
5389,1890,338,-62.06018903173177,-53.64945811273513,-43.917524073149174,-64.12442189242596,-56.58858261355717,-56.53084690030574,24.459999999999997
5390,1828,352,-57.46169198144308,-55.5300306050054,-41.165787524151355,-69.11338184420836,-66.2703098132844,-54.83519015524115,24.912000000000003
5394,1600,465,-53.76865223918983,-49.21404895483544,-46.085001848099324,-63.340488898699945,-60.06056274146191,-50.24688399760882,29.65
5395,1544,498,-52.42670415080087,-54.30128188161352,-56.848270553342175,-57.89634604751136,-57.27305462808029,-57.604274359282364,31.076
5396,1487,527,-53.49401129430962,-53.45169393923744,-48.84115105024952,-61.817676195674935,-59.13608481107669,-57.711639828253205,32.298
5402,1134,674,-54.34090562891992,-51.22053030880675,-51.37217387990566,-57.008031048170984,-56.170579707707795,-55.92551813086807,38.236000000000004
5403,1077,703,-59.68027733979859,-51.555112181079295,-52.00235671062409,-54.7784926736282,-54.29785058533404,-58.27887247129831,39.458
5404,1014,717,-59.00214060213122,-54.98465379089181,-61.90974870344637,-55.79317047031655,-53.989069884367716,-62.252688410144955,39.906
5406,886,723,-77.01691310503016,-52.578860521483215,-62.77703313070391,-60.9157335182404,-53.96063729488901,-52.25343943205067,39.693999999999996
5407,823,711,-62.036680596840654,-52.499304261019084,-67.50487928166211,-55.15873604625868,-49.54839811539714,-53.16151529898133,38.842
5408,760,700,-48.449048740785585,-56.351996028011655,-53.525288139099764,-54.83851047979851,-51.354523940601965,-64.88719401582864,38.04
5410,637,663,-52.59082954406,-56.13832701929496,-55.51072019186596,-48.32808274962417,-52.53517448789889,-56.91678960908739,35.698
5411,576,642,-50.2287016887241,-51.0502064959781,-67.22163197762461,-56.36794546336476,-50.721222191453734,-57.52573512360169,34.404
5414,410,548,-52.31553855445292,-59.276520207607504,-52.29680251155682,-58.88548092719514,-59.74176268807189,-57.609449489220374,29.04
5415,362,505,-48.37015754181703,-58.26352734003355,-55.72048346632876,-57.04417090122645,-54.37621122318635,-57.09126234439122,26.698
5416,312,465,-45.40291058201545,-54.79848405878576,-53.79780363164229,-61.70303096765072,-62.1954277463247,-57.378386474930124,24.498
5417,253,439,-46.28631411378283,-57.697532161278716,-60.27496519193534,-65.27034340113066,-62.04509199280727,-69.37310471899765,22.962
5420,132,444,-44.938479035736975,-55.64109338156512,-61.3959669753593,-57.44536447433098,-54.048238650448106,-58.63643178228191,22.727999999999998
5421,119,507,-46.20414197774325,-58.42635979601969,-52.556172815133316,-57.180868860329106,-65.78147505165514,-56.565722332466486,25.826
5423,135,512,-52.990797662958606,-68.44886390221971,-53.747655257696714,-52.47489391762707,-67.81689827720542,-58.665429562397655,26.14
5424,158,452,-45.0249808583197,-53.22440612397492,-72.01816822733421,-55.334011138215885,-52.82811353543052,-57.47626120053623,23.232000000000003
5427,257,289,-42.80942382746605,-49.960358294098555,-57.169969945142974,-56.015896386300085,-53.88183306384359,-54.49876770111702,15.478
5428,310,253,-43.98340089677507,-49.62328701395549,-53.198039695256654,-70.66095687906217,-62.09404649183462,-58.83825646903743,13.89
5431,481,166,-50.90912731167542,-48.8332415122031,-56.47204589644674,-52.279512476329096,-66.15140390263657,-58.939485646212844,10.224
5432,537,134,-46.417116637078415,-45.88009937632333,-54.10638755906379,-52.66915578631834,-54.261536997471126,-56.41193193050992,8.848
5435,412,280,-43.12053937792566,-49.199691214289544,-64.01678541722805,-51.01495953576457,-57.29474746130305,-57.61190140682969,15.648
5436,386,339,-47.67304933998217,-49.51602097941914,-52.95965225669744,-52.677385963005804,-54.84610064459707,-54.60943656988648,18.494
5438,350,462,-55.86602343014687,-50.372952320888295,-53.294072161925435,-49.59158651656388,-53.52448242111345,-70.79368009496777,24.5
5439,342,526,-49.461379739698245,-58.187766194304906,-57.14201133899575,-51.26102988712717,-53.38748961014447,-54.031620121730484,27.668
5441,330,654,-58.256981418289044,-58.77016329437807,-58.39450162600818,-47.552889979861995,-52.15178779115793,-55.05582347683425,34.02
5442,326,718,-47.80593476545941,-51.99873075567623,-56.91801247561895,-52.69528061659156,-60.65270685606413,-73.56169269793102,37.204
5444,342,846,-48.95565746781828,-54.37999143990618,-55.93928826465848,-51.00585670335148,-49.79440150755457,-53.76628958056004,43.668
5445,367,905,-50.05739297258333,-61.327510817491785,-60.11653986465194,-45.5675134001449,-72.08677853680813,-54.71798665322876,46.718
5446,408,954,-63.296849336963604,-52.77947358024012,-55.02924603943765,-50.3063364981424,-56.21816712092904,-50.447234902922,49.332
5448,508,1035,-59.23572748485577,-52.33456478362692,-52.99905204133701,-63.86486158430672,-54.08045887939164,-57.62915753908164,53.782
5449,560,1072,-58.59196366508749,-56.16413300239074,-61.865966792979506,-50.47016335876809,-56.55761645876818,-55.55413845743238,55.84
5450,614,1107,-54.041730707916315,-62.79292767283788,-60.00806615036498,-46.975430108536436,-46.930783536784794,-52.5676095491773,57.806000000000004
5451,665,1147,-53.480652525533316,-55.87362587167561,-60.61652691417038,-50.19782585510592,-45.978570504337284,-52.53964910248307,60.010000000000005
5454,827,1249,-54.169435948130186,-53.872944381480075,-58.089398789607955,-55.291892151488085,-48.54048591542281,-54.058468723386014,65.75800000000001
5455,888,1271,-51.63508366138607,-56.72618094141071,-56.6509606876341,-51.489432700598584,-40.466457592058454,-55.033909090293264,67.102
5458,910,1345,-51.4107134604786,-55.7373503275496,-55.410657375877996,-70.46588463394319,-36.17127761375762,-52.322154057144665,70.89
5459,846,1346,-58.9473838083724,-54.18996970559459,-53.41418520403878,-56.92463099213634,-38.58108323056161,-56.993897913270644,70.684
5460,782,1353,-53.77285855669221,-57.73560088207029,-52.77198701724799,-51.67037247613038,-40.72013588047379,-58.208854829855355,70.778
5462,662,1398,-62.05146020809913,-53.26844716302234,-56.35534722010686,-53.68275975026048,-42.580333090171194,-60.945457094849274,72.548
5464,787,1384,-52.903438543833694,-55.33623740249933,-54.49637789725061,-51.426111453703726,-42.69595095332392,-56.084656340048305,72.348
5465,850,1398,-56.635065332928605,-56.91452972952202,-56.75345321606649,-61.44323394258089,-42.290364515042526,-56.62640717652607,73.30000000000001
5466,913,1389,-54.957574290314135,-59.3377762099542,-54.83892729968087,-57.55207137573593,-34.477807284497416,-57.74191978567606,73.102
5468,1040,1381,-60.59085523533079,-66.83542323785909,-53.85022760870104,-69.27855258300023,-28.523088388029944,-53.54764322621015,73.21
5469,1104,1387,-54.97758243578402,-69.48894146947735,-59.88473409735397,-58.41511906912126,-34.655162428923845,-53.013748084525474,73.76599999999999
5470,1167,1400,-52.80332501594961,-60.42160894572616,-56.63713547852869,-52.47687864313549,-37.319400816317824,-57.677279996113846,74.668
5471,1231,1398,-56.779110177624865,-67.08285284528021,-54.85172953660034,-59.11175195101896,-50.74604322918841,-49.26480728690639,74.82400000000001
5472,1295,1400,-55.60995120810847,-53.45860048905911,-51.2621382576821,-58.37579718522807,-50.45775384197754,-48.783096011893825,75.18
5473,1327,1344,-55.955045931090616,-55.6598689325125,-55.826417073298416,-69.13258437661656,-42.50477384227552,-54.20513279039839,72.50800000000001
5474,1354,1285,-54.688896182709996,-54.887261467712314,-52.66036226246353,-56.187671515271035,-51.32971758466552,-48.537867231545555,69.666
5476,1404,1168,-53.05493587955053,-66.52984386428713,-53.03584725445967,-56.397038348476805,-52.68174026304625,-54.033103935010686,64.01599999999999
5480,1501,931,-63.57624825131755,-58.41456542341882,-55.32899044788171,-56.14123179944797,-56.426006028219355,-50.94931088372285,52.553999999999995
5481,1537,878,-53.22515102235708,-54.98151326697833,-57.863920018765626,-53.511826650381636,-53.2530263121443,-49.25758556937363,50.048
5483,1589,761,-58.74436536935278,-52.24367200424518,-49.48721062227628,-59.851864088571304,-50.85813751154114,-48.09189484125248,44.406
5484,1605,699,-58.517018090148206,-53.404774637976125,-50.395715353625064,-54.14917906679364,-54.59628972640675,-54.705687532636446,41.370000000000005
5485,1618,636,-56.7730352115321,-49.87363265072689,-50.50982086102074,-56.57471956683868,-55.68521498796163,-54.5151726412379,38.272
5491,1842,330,-74.75231988146278,-52.80738143067771,-41.04743456822288,-67.48812290383955,-69.36558660623758,-56.18261633797489,23.868000000000002
5492,1898,299,-57.17166914182479,-65.09758193067256,-42.59500508567034,-66.44794551123782,-62.53041638250808,-55.664975502228316,22.541999999999998
5493,1834,292,-56.666404936586126,-52.87531612386726,-41.550735892834254,-62.623014523319625,-59.609724342129326,-56.919622912828714,21.936
5494,1771,279,-54.42290055922939,-51.08291363464708,-39.49251796968868,-52.383723635517505,-56.26469698308871,-63.67275195543846,21.034
5496,1645,257,-52.797199215132835,-54.93347943880763,-45.40290391395247,-57.94907031604403,-56.84353819865619,-51.70840408389347,19.43
5497,1584,236,-52.88114785084369,-59.7547395251501,-43.548906973654525,-58.404728538804434,-51.2931345527738,-52.44364479290253,18.136000000000003
5504,1160,116,-54.415653624180464,-38.02675548250459,-50.11642145192902,-54.52205312932917,-55.940192426919076,-57.140633328278085,10.44
5506,1131,241,-53.374747943845584,-41.65223827493388,-52.298569636304045,-58.87783133161746,-55.25016989211457,-51.449387947876694,16.574
5507,1117,304,-54.07215939732752,-45.0567226326048,-51.53567965076178,-54.744124855467504,-58.98198348692806,-58.023426894932804,19.668
5508,1105,367,-51.250128225201024,-45.333179431998516,-49.45519158833456,-57.67240678503568,-55.55400062551993,-56.21237660181972,22.770000000000003
5510,1059,486,-60.296248906806525,-52.65926751390714,-61.52994281275271,-56.26085175039815,-57.75540729358092,-54.30298345923675,28.536
5511,1030,543,-70.9078018621822,-52.53333058357608,-51.586124449694736,-53.475152880111295,-59.13970139629409,-57.566427646247654,31.27
5513,988,664,-56.2998580558352,-56.85497675583978,-54.49568827340784,-58.53343425273547,-55.14770367093327,-54.277858326591186,37.152
5523,1013,1289,-56.8630994625553,-63.87361978738966,-55.00868113748473,-51.09488992236511,-37.64812053750633,-52.27959626108764,68.50200000000001
5524,1040,1347,-55.70910081952471,-59.1576748376415,-54.585231497504196,-54.16675716153148,-32.29951989180131,-58.676143729994635,71.50999999999999
5525,1099,1323,-58.18736079380148,-62.82430412927836,-51.43439040951323,-59.36781948956644,-36.92333920366954,-51.0925446504705,70.546
5526,1154,1289,-57.36721436099608,-56.13963768017119,-58.41762270899454,-61.78277208915544,-39.949282854191935,-53.477914300320286,69.066
5532,1507,1151,-59.33181886944048,-54.37154548818406,-58.074980274074775,-55.7724819891298,-58.25311820180568,-45.2511044937752,63.577999999999996
5533,1570,1140,-57.183562543242815,-56.46251085420113,-58.63619792834246,-57.25168050612608,-48.01586529592918,-44.48341287403872,63.28
5534,1633,1124,-52.914491332477525,-56.37496571906654,-52.70438727399124,-56.426341433367654,-55.21938277905524,-49.23698488489475,62.732
5536,1751,1076,-57.81913499873933,-58.19748641065026,-62.944327177026565,-59.95760727667535,-53.14432987732526,-46.646950432859526,60.803999999999995
5537,1804,1040,-55.393408597471236,-54.62031651375355,-54.680765088769434,-61.486536681998416,-57.37259606666476,-43.43239034693422,59.216
5540,1741,951,-65.25606607150463,-53.50986024738228,-52.697887467446435,-55.41729527158043,-51.845594360230294,-49.87876260563415,54.513999999999996
5542,1616,924,-52.823965369011496,-54.50217306463536,-56.10190159562856,-53.32119638921658,-55.97480041895464,-55.41678989002839,52.664
5543,1555,902,-53.75936200683152,-55.52878939739457,-56.24201700872955,-64.34123441245364,-49.431161155851086,-48.16569832097274,51.32
5544,1491,898,-55.64871166653025,-61.17416119440621,-49.17149217651604,-52.63013223696929,-52.56347121542713,-50.46567768424709,50.864
5546,1364,890,-58.53497045724826,-55.13497361486764,-65.58225470684232,-68.85896788006055,-50.72565404570075,-56.328171092975516,49.956
5547,1300,887,-50.662018754928525,-51.279854116134075,-53.384925495354125,-57.27237165118168,-50.82301264402513,-54.6258070323568,49.550000000000004
5548,1238,869,-52.471708362356615,-51.59031761173026,-57.07593958293073,-51.357150482049605,-53.12366487881299,-57.63197816098743,48.402
5550,1109,875,-58.18254545219926,-56.003484993434654,-85.03139243675226,-53.736140734831864,-51.49973270688293,-56.779184710986016,48.186
5551,1046,888,-59.34263789694348,-55.796795833036164,-55.391928629832066,-55.193581014935084,-53.854893199676575,-54.56555849144776,48.583999999999996
5552,992,922,-52.18668218169051,-53.505318523655454,-52.96558136749269,-55.23280827915226,-52.42437218464984,-50.96483173310763,50.068
5555,861,1062,-60.65866435114823,-56.292829092882045,-52.95302347623375,-59.30577474762301,-49.57368803004662,-52.980364194496616,56.544000000000004
5556,812,1104,-60.17339752707666,-60.181568825638834,-53.746106482849825,-51.5835142164244,-44.494740825844644,-53.40891269805701,58.448
5557,757,1138,-56.863122636392696,-57.58863976812862,-53.238498834813186,-51.75133634207691,-46.35003313616621,-52.56716899746984,59.928
5560,650,1293,-51.64607457325401,-54.337483168790015,-57.9128492639513,-47.69525093621319,-62.041659438799584,-55.13509849008716,67.25
5561,616,1347,-69.05761837041105,-54.59843799323799,-59.225237541079146,-49.2388554671941,-48.17944456396292,-56.36666398002693,69.814
5562,576,1398,-53.57295676852303,-56.23657801024622,-58.52134602811059,-48.6160297878923,-45.200171189220896,-58.8556769160983,72.20400000000001
5563,535,1347,-51.77656196790801,-57.37332922214048,-56.46404524236719,-48.83908124299459,-51.171404529762434,-57.027819466464365,69.49
5564,500,1294,-57.56485647654977,-61.24091721102161,-57.024095964199766,-48.306897407033055,-53.54258700783145,-57.10406711212799,66.7
